clickability_test_id,headline,clicks
53528c4e8bb88f53ca000002,"Meet Carter. She Wanted To Be A Scientist In A Field That Didn't Welcome Women. And Now, She Is.",18
53528c4e8bb88f53ca000002,Meet Carter. She's a Scientist Helping To Figure Out How We Can Get Past Our Oil Addiction.,10
53557f271b796920d400001a,"If Every Billionaire Talked Like This, Maybe We Could Have Nice Things",30
53557f271b796920d400001a,Richard Branson Says Something That Many CEOs Would Never Say: Climate Change Is Real,15
53558679271409ec5c00000f,"Some States Would Rather Let Kids Grow Up In Institutions Than In Loving Homes. No, Really.",27
53558679271409ec5c00000f,"I’ve Heard The Phrase, ‘Gays Don’t Need Any Special Rights’ Before. What About The Right To Parent?",12
53558d56271409ec5c00001c,"A Man Gets Slapped, Stuffed With Cigarettes, Forcefully Shaved, Taped Up, And All To Make A Point.",43
53558d56271409ec5c00001c,"Meet Earth. He Gets Hit, Stuffed With Cigarettes, Forcefully Shaved, And Drenched To Make A Point",35
5355d1042b64a91cfd00002e,I’d Love To Hear One Good Reason Why Parents Like These Cannot Adopt In Your State,30
5355d1042b64a91cfd00002e,I’d Love To Hear One Reason Parents Like These Cannot Adopt In Your State,22
5355d9d62b64a9ee52000039,"Great, Now the Hipsters Have Taken Over Our Grocery Stores, Too. It's Not Pretty.",38
5355d9d62b64a9ee52000039,"If You Wanna Be Hip, You Gotta Eat Kale. And, Oh Yeah, Have A Lot Of Money.",18
535661f62714092a5a000058,That Squeal Of Joy At The End Of This Clip Is Silenced In Some States,41
535661f62714092a5a000058,"In Some States, The Squeal Of Joy At The End Of This Clip Is Possible Only For Straight People",19
5356b47475478fe7b1000004,Hipsters At Whole Foods May Be Hurting A Lot More People They Realize,104
5356b47475478fe7b1000004,"If You Wanna Be Cool, You Gotta Eat Kale. And, Oh Yeah, Have A Lot Of Money.",31
5356bc9275478fe7b1000010,One Chef Eliminated Something That Most Restaurants Can't Help But Make. And It's Thriving.,66
5356bc9275478fe7b1000010,How One Chef Does More With Less (And It's Not About Those Tiny 'Gourmet' Meals),31
5357d8c789e802c4cd000008,This Detroit Car Commercial Isn’t About Cars As Much As It Is About People,33
5357d8c789e802c4cd000008,I’m Picking Up With This Ad Is Putting Down Even Though I Won’t Buy Anything It’s Selling,19
5357ec7da7576f7a35000013,"Sex Is Everywhere. Like, Everywhere. Except Here (Probably).",44
5357ec7da7576f7a35000013,Meet The Movement That Really Just Wants To Have An Open Conversation. About Sex.,11
535816a01a09bfcf21000015,"This Little Boy Hated That His Dad Was Poor, Which Exactly Why Everyone Else Loved Him",72
535816a01a09bfcf21000015,"Do Your Kids Not Show You The Respect You Deserve? Just Wait A Few Decades, They'll Come Around.",22
5358300d69f9e0c67b000044,Arianna Huffington Launched A Media Empire And Then Woke Up To A Serious Reality,57
5358300d69f9e0c67b000044,The Wakeup Call That Left Arianna Huffington Rethinking Her Idea of Success,25
535837a51a09bfcf21000030,"No Sexual Desire? No Problem! Xoxo, The Asexual Movement",69
535837a51a09bfcf21000030,"Sex Is Everywhere. Like, Everywhere. Except Here (Probably).",47
5359145b69f9e04d61000080,Look At All The Ways Pop Culture Discriminates Against A Certain Body Type. How Wrong Is That?,89
5359145b69f9e04d61000080,Look At All The Ways Media Discriminates Against A Certain Body Type. How Wrong Is That?,67
535918d669f9e0127b000084,What She Talks About Isn't Being Reported – So She Made A Video To Tell You What's Happening Instead,57
535918d669f9e0127b000084,Hear The Reality Of What's Happening In This Woman's Country — Before Her Government Censor Her,37
53597156f878ac7dff000019,"When You're In Prison You Control Very Little. But In Your Mind, You Can Control Everything.",25
53597156f878ac7dff000019,The Only Time It's Okay To Be Warrior In Prison,16
535a8bd82d6a99880000005e,"Some Fascinating Facts About Penguins, Animated.",18
535a8bd82d6a99880000005e,Penguin Poop Was Once Called White Gold And Other Startling Facts About Penguins,7
535ac2c6a26d81a375000012,Think Money And Politics In America Is A Big Problem? Hear This Harvard Professor's Plan To End It.,29
535ac2c6a26d81a375000012,Think Money And Politics In America Is Corrosive? Hear This Harvard Professor's Plan To Attack It.,25
535addbca26d81a375000020,Where Is The Most Dangerous Place In The World To Be A Journalist?,13
535addbca26d81a375000020,Some Take The News For Granted. Others Put Their Lives On The Line For It.,8
535dc112786e4fdd51000022,Did You Know Being In Love Does Awesome Things To Your Brain?,28
535dc112786e4fdd51000022,"Looking To Get High, But Wanting To Stay Clean? Try Falling In Love.",6
535e610f786e4fdd51000043,"His Dad Just Died, And All He Can Think About Is Whose Life Flashed Before His Eyes",90
535e610f786e4fdd51000043,His Dad Just Died. Now All He Can Think About Is Whose Life Flashed Before His Eyes.,49
535e6b45786e4fe2ce000057,Kids Of Gay Parents Tell Us Some Secrets – And They’re Adorable.,74
535e6b45786e4fe2ce000057,"Some Adorable Reasons Why Love Is Love, And Family Is Family",11
535e6c44786e4f845f00004a,One Of The Most Engaging Videos I've Ever Seen. I Hate Sushi.,51
535e6c44786e4f845f00004a,They Got This Amazing Narrator And Some Dolls To Somehow Make One Incredible Story About Sushi,24
535ecebd20efd93cd2000003,"I Would Like To Thank God, My Mom, And A Lack Of Diversity In Movies For My Win",37
535ecebd20efd93cd2000003,he Average Color Of Movie Skin Tones Is A Creamy Creamy Beige. That Includes All Those Slave Movies.,1
535ee7c7a61610072700000c,She Stops Stephen Colbert's Comments On Gang Violence. And Tells Him The Proper Way To Interrupt.,104
535ee7c7a61610072700000c,An Expert Stops Colbert's Comments On Gang Violence And Tells Him The Bravest Way To Interrupt,33
535fb34f20efd9acae000033,A Comedian Tears Apart A Classic Anti-Gay Argument In A Hilarious 3 Minute Rant,146
535fb34f20efd9acae000033,Fantastic: Watch A Comedian Bring The House Down In Support of Gay Rights,65
535fc91ba616102c8c000055,"Every Wednesday, Without Fail, This Community Become Part Of A Cultural Movement",19
535fc91ba616102c8c000055,Poetry And Arts Give Meaning To Life. This Community Show How That Is Absolutely True.,5
535fdb1920efd98f3e000067,Time Is Running Out To Save Rosie-The-Riveter’s Shop,17
535fdb1920efd98f3e000067,"Remember 'Rosie The Riveter'? Well, Some Folks Won't Unless We Take Action Right Now.",8
536027105c271023ca000015,"An Argument About Your Privacy That Is So Simple, A Little Kid Can Make It",51
536027105c271023ca000015,Why Are Her Baby Pictures Under Surveillance?,45
5360d6e45c271070bf000062,Why The Way The Media Talks About Racism Is Making It Really Hard To End Racism,25
5360d6e45c271070bf000062,Traditional Media Gets The Conversation On Race All Wrong And Here’s What We Can Do To Help Fix It.,19
536173ab29b7aff8d800002e,"They Calling It 'Reweaving', But The Plan Is Basically Just To Let Kids Be Incredible",36
536173ab29b7aff8d800002e,One Organization's Plan To Reweave The World Around In Quite An Interesting Way,11
53618bee29b7aff8d8000041,"After These 7 Minutes, I'm Reaching For Tap Water Instead",76
53618bee29b7aff8d8000041,A 7 Minute Reason To Reach For Tap Water Instead Of A Vitamin Water,44
5361990ad3d68209a8000039,A Sci-Fi Author Brilliantly Tweets About What It's Like To Not Be A Woman,64
5361990ad3d68209a8000039,A Sci-Fi Author Goes Off On Twitter About The Threats He Doesn't Get,26
5361ed3ed3d68240d200003d,A Comedian Interrogates The Dude Who Used To Be In Charge Of Spying On You. Guess Who Wins?,62
5361ed3ed3d68240d200003d,A Comedian Grills The Old Head Of Most Secretive Government Agency Ever. Well Done.,47
5362749529b7aff5850000a0,The Story Behind One Sad-Looking Vending Machine In The Middle Of New York City,43
5362749529b7aff5850000a0,"Ewwww, What Color Is Your Water?",10
53628de8d3d68209a80000bd,Ellen Page Discusses Her Coming Out Experience With Ellen Degeneres In A Remarkable Segment,115
53628de8d3d68209a80000bd,Watch Ellen Page And Ellen Degeneres Discuss Coming Out And Being Gay In This Touching Clip,103
53639a8405938f3516000040,A Dozen Muslim Women Made A Music Video For A Jay-Z Song. Why Was It So Controversial?,64
53639a8405938f3516000040,"Somewhere In America, Muslim Hipsters Are Defining Themselves On Their Own Terms",31
5363b731f0b630c491000094,"When You Find Out What The NFL Has Been Doing For 40 Years, You'll Want To Spike Whoever Is Liable",28
5363b731f0b630c491000094,The NFL Has Avoided Paying Taxes For The Past 40 Years. Yowza.,9
536412e1d2b3b8562e00002a,Did These Dudes Just Win A Dance Off ...With The Law?,34
536412e1d2b3b8562e00002a,These Dudes Have Challenged Congress To A Dance Off — Whoever Wins Could Change Drug Laws Forever,18
5365553fd5854b9527000017,"She May Be Speaking Underwater, But Her Point Comes Across Loud And Clear",22
5365553fd5854b9527000017,Nowhere Near The Ocean? Find Out Why You Should Still Care About It.,6
5366618bd5854b2e3f000050,All Of Us Can Be Jerks Every So Often. But What Separates Awesome People From 'Real' Jerks Is This.,33
5366618bd5854b2e3f000050,How To Apologize Without Coming Across As A Total Jerk,19
5367bda621525a2933000084,10 Women + 42 Bullets + 14 Hours = Something Beautiful,54
5367bda621525a2933000084,How Bullets United These HIV Positive Women And Gave Them Fair Wage Jobs,17
5367fdedf4fcb601a1000016,How Former Gang Member Is Helping Kids Cope With Guns In Their Neighborhood,19
5367fdedf4fcb601a1000016,Crime + Kids + Art = Fresh Start,13
536805154ac19b0224000018,Jon Stewart Goes On Egyptian TV To Prove A Point About Comedy,65
536805154ac19b0224000018,Jon Stewart Goes On Egyptian TV And Hilarity Ensues,55
53685f8b94b4476bb2000032,"I Thought These Drugs Were Illegal For Health Reasons. Nope, Not Even Close.",47
53685f8b94b4476bb2000032,A Pretty Darn Good Reason Not To Support A Long-Standing American Institution,29
53686d6694b4471921000042,"I Thought Cocaine Was Illegal For Health Reasons. Nope, Not Even Close.",47
53686d6694b4471921000042,Why Is Cocaine Illegal? Because Racism.,37
5368d92a94b447953600003d,We’ve Donated $1.5 Billion To This Cause. Where Has All That Money Gone?,19
5368d92a94b447953600003d,The Pink Ribbon’s Secret Troubled Past,12
5368f4bdb1caf19372000049,"An 8-Year-Old Takes Down A Grammy Winner In A Musical Showdown, And Yet Everyone Wins",60
5368f4bdb1caf19372000049,"It's Spring, And I Just Love The Sound Of Autism Funding In The Air!",19
5368f75494b4478940000050,"Two Consenting Adults Lived In A Committed Relationship, And It Freaked Some People Out",68
5368f75494b4478940000050,"Two Consenting Adults Lived In A Committed Relationship, And Some People Were Afraid. Very Afraid.",54
5368fe5b94b4478fe6000055,What This Movie Star Says About Kidnapped School Girls Is Enough To Inspire Anyone To Take A Stand,43
5368fe5b94b4478fe6000055,We Need To Bring Back The Hundreds Of Girls Who Were Abducted From School By Religious Extremists,32
53690c8094b4478fe6000072,More Than 270 Girls Were Abducted From School — Hear The Shocking Truth Told By This Movie Star,50
53690c8094b4478fe6000072,This Nigerian Movie Star Spectacularly Calls Out The World For Ignoring The Abducted School Girls,37
536955e3e9ec7bb79f000001,"Usually, Art Is All About Those In Power. Not For One Amazing Painter.",48
536955e3e9ec7bb79f000001,"Usually, Art Is About Those In Power. Not For This Guy.",29
53697898d9792698ea00000a,"One Man Had A Plan For His Art, And It Wasn't To Hang In Some Millionaire's Sitting Room",53
53697898d9792698ea00000a,Now That's The Kind Of Art I Want Hanging In My Living Room: The Kind That Celebrates Working Folks.,35
536a71084e2f5acb40000004,Her Girlfriend Never Tells Her How Her Day Went. There's A Good Reason For That.,82
536a71084e2f5acb40000004,"The Life Of A Nurse Is Super Easy,' Said No One Ever",25
536a717f4e2f5a3164000003,Advertising Seems Harmless ... Until You See It For What It Really Is,88
536a717f4e2f5a3164000003,Why Happy And Secure People Aren't Very Good Consumers,36
536a7841c02b171740000003,Sleazy Billionaires Trying To Buy US Elections Are About To Get A Taste Of Their Own Medicine,46
536a7841c02b171740000003,Fed Up With Money In Politics? You're Going To Love This One.,17
536aa9e2c02b17e98800002a,Time To Look Closer At A Program More Students Than Ever Before Are Enrolled In,27
536aa9e2c02b17e98800002a,What Does The Rise Of Students With Disabilities Mean For The Classroom Today?,10
536b06e24e2f5a4384000043,Get Ready To Be Horrified At What Schools Are Telling Kids About Sex,109
536b06e24e2f5a4384000043,Most States Talk To Students About Sex But Don't Have To Mention Wrapping Your Willie While Doing It,42
536b64bc4e2f5acb40000068,"If You Think That Teaching Must Be Easy As Pie, You Should Really Check Out These Hard Facts",46
536b64bc4e2f5acb40000068,How Many Hours Do Teachers Around The World Work? More Than I Expected.,22
536bb7a7c02b17e9880000ac,Her Girlfriend Never Tells Her How Her Day Went. You Wouldn't Either If You Saw What She Did.,137
536bb7a7c02b17e9880000ac,Her Girlfriend Never Tells Her How Her Day Went. It's Hard Enough Without Reliving Daily Tragedy.,81
536cec82c47bc9eb3e000028,I Bet You Roll Your Eyes Every Time Someone Debates This Issue. Which Is Unfortunate For You.,38
536cec82c47bc9eb3e000028,"If You Want Your Netflix Shows To Actually Work On Your TV, You Should Listen To These 2 Nerds Argue",27
536cee715b3374464d000031,Don’t Have A Green Thumb? You Might Want To Work On That After Seeing This Infographic.,20
536cee715b3374464d000031,"Let’s Get Dirrty. But, Like, In A Way That Benefits You And Your Community.",4
536d505f8c9a9eb484000007,"A Man Falls Down And Cries For Help, Twice. The Second Time, My Jaw Drops.",205
536d505f8c9a9eb484000007,"He Falls Down And Cries For Help, Twice. What The Bystanders Do Will Make You Think Twice.",143
536d54f69f08ab68ea000002,The Autism Debate Is Controversial. But Only If You Don't Listen To The Facts. Here's All The Facts.,70
536d54f69f08ab68ea000002,If I Could Go Back In Time And Ask These Doctors One Thing The Only Question I'd Have Is 'Why?,41
536ea8c9433873106b00000e,All The Most Epic Moments In Your Favorite Movies Ruined By Shrill Science Facts. Because Science.,62
536ea8c9433873106b00000e,All Of The Most Epic Moments In Your Favorite Movies Ruined By Fact-Checked Shrill Science Facts,45
536ef81f4338737ae700000c,A Surprising Way To Motivate And Inspire Kids To Learn,42
536ef81f4338737ae700000c,What Does Our Education System Need? The Answer Might Be...More Hip-Hop?,23
5370205b3f18b3ba2b00000d,Remind Me Why We Don’t All Have Access To Super Fast Internet? Oh Right. That’s Why.,22
5370205b3f18b3ba2b00000d,Boardwalk. Park Place. Community Chest. Marvin Gardens. Internet Access?,13
537024fa90e6521e3c000015,Her Mom Wanted Her To Wear a Dress To Prom. Here's What She Wanted To Say But Couldn't,101
537024fa90e6521e3c000015,Two People Plus One Body Equals One Of The Best Poems I've Ever Heard,39
5370e9133f18b31b8200003a,This Goes Out To Everyone Who Ever Drove Past A Person Holding A Sign That Says 'Feed Me,50
5370e9133f18b31b8200003a,"People Go Hungry Everyday, But 'There’s Nothing I Can Do About It.' Or Is There?",23
5370f27590e652ad9300003d,"This CEO Got Mistaken For Kitchen Help. But Instead Of Getting Angry, She Turned It Into This.",93
5370f27590e652ad9300003d,Her Friends Said She'd Ruin Her Career If She Talked About This. She Went Ahead And Said It Anyway.,73
53739f5ffb6c39d24a00002d,This Is Beautiful And Made Me Proud Of The Real Mothers Showing Their Real Bodies,102
53739f5ffb6c39d24a00002d,Airbrushing? These Real Women Are Celebrating Their Real Bodies,93
5373c7bdfb6c390f0b000031,"If You're A Woman And You've Felt Like This At Night, It's Not Just You.",121
5373c7bdfb6c390f0b000031,The Feeling Of Physical Safety Isn't Always A Given For Everyone. Like For Half The Population.,39
537560143a55ad3c78000011,Carl Sagan's Take On An Afterlife Is Delicate And Inspiring,83
537560143a55ad3c78000011,"Whether You Believe In An Afterlife Or Not, The Life You're Currently Living Deserves Better",39
53761c0bc64d96cdf3000021,"I'm Not Sleeping On The Job, I'm Increasing My Productivity",14
53761c0bc64d96cdf3000021,Have You Taken A Break Yet Today? Studies Show You're A Much Better Worker When You Do.,8
53761cadc64d96ffcd000026,How War Gets Filmed When Other Countries Won't Send Their Journalists In,11
53761cadc64d96ffcd000026,"When Other Countries Won't Send Journalists To Syria, Syrian Citizens Have To Do It Themselves",8
5378a6ef040d292a2b000003,Sex: Some Guys Will Do Whatever It Takes To 'Get' It. Ever Wonder Why?,88
5378a6ef040d292a2b000003,What Are We Teaching Young Men About Sex? Maybe Not The Best Stuff.,62
5378d7d6126c4b6ebb00001e,"Hearing These Kids Discuss Some Of The World's Problems, I'm Surprised We Even Let Adults Run Things",42
5378d7d6126c4b6ebb00001e,Adults Have A Hard Time Seeing Beyond The World's Issues. These Kids Are Full Of Possible Solutions.,25
5378db92126c4b4c9600001b,"Our Education System Is Terribly Out-Of-Date, And This Guy Proves It.",54
5378db92126c4b4c9600001b,"Our Education System Is In Need Of A Major Facelift, And This Guy Totally Proves It.",46
53791a725aca86fd5900000b,Leave It To A Little Kid To Come Up With A Creative Idea To Solve A Huge Problem. No Big Deal.,76
53791a725aca86fd5900000b,These Kids Propose Creative Solutions For The World's Worst Problems And It's Truly Inspiring,40
53792e1895df99cf6e00000e,Leave It To A Little Kid To Come Up With A Creative Idea To Solve A Huge Problem. No Big Deal.,81
53792e1895df99cf6e00000e,Stuck In An Adult Mindset? Leave The Creativity And Problem Solving To The Kids.,39
537a3ddc5aca86e32f000036,"A Map That Says: Ladies,You've Made Your Mind Up On A Personal Matter, But Think About It More",43
537a3ddc5aca86e32f000036,How Long Must A Woman Wait For An Abortion In Your State?,16
537a435195df996515000047,The War On Drugs Makes No Sense. Have You Ever Tried To Fight Drugs? They Kinda Just Sit There.,30
537a435195df996515000047,"What If The 'War On Drugs' Isn't A War At All, But An Excuse To Systematically Oppress Minorities?",18
537ae59fbd2aa4b5df000031,This Beautiful Ham Will Never Make It To Your Dinner Table. The Reason Why Is Just Plain Ridiculous.,92
537ae59fbd2aa4b5df000031,Meet The Man Who Eats Out Of A Dumpster and Eats Like A King,41
537b2d94b698c54136000038,This Boys Parents Didn't Know He'd Commit A Crime As A Child — So What Are They To Do Now?,75
537b2d94b698c54136000038,What Age Is Too Young To Try Children As Adults In America? 14 States Have No Minimum Age.,24
537b3898b698c574d4000044,"‘All Men And Women Are Created Equal’ – If, By 'Equal,' You Mean Totally Not.",35
537b3898b698c574d4000044,‘All Men And Women Are Created Equal’ … Psych!,22
537b5636b698c54bf3000044,Ever Wonder Why Your Cable Guy Shows Up Whenever He Wants And Doesn't Seem Sorry? This Explains It.,44
537b5636b698c54bf3000044,Ever Wonder Why Your Cable Company Doesn't Seem To Care?,18
537b5babbd2aa46497000060,Seeing A Chimpanzee Mourn His Best Friend Makes Me Believe Chimps Are Like People,66
537b5babbd2aa46497000060,"Chimps Are Almost Human, So Why Don't They Have Rights?",18
537b70bbb698c52dfc000068,This Soccer Player Is About To Be Pepper Sprayed In The Face And Hit By Brazilian Police,92
537b70bbb698c52dfc000068,Police In Brazil Are Clamping Down On Peaceful Protest Before The World Cup And It's Shocking To See,23
537b72f3bd2aa47cd400004e,"Guess What, Ronald? The Folks Who Work For You Have Had Enough.",40
537b72f3bd2aa47cd400004e,McDonald’s Has A Bit Of A Problem With Its Workers. But That’s A Good Thing!,24
537b99b2e51c4082dc000019,"You're Surrounded By It, You Breathe It, You Depend On It. And It's Racist?",35
537b99b2e51c4082dc000019,Just Because You Can't See It Doesn't Mean It Isn't Hitting You Where You Live,7
537ba0c3e51c4076bd00001a,Just A Couple Of Women Sitting On Stairs Breaking Down Everything That’s Wrong With The Media,65
537ba0c3e51c4076bd00001a,"Despite What Some Economists Say, Manufactured Self-Loathing Will Not Revitalize Our Job Sector",14
537ba3bfe51c404662000028,"They Wanted To Serve Their Country, But What Happened To Them Is Criminal",51
537ba3bfe51c404662000028,Over 1/2 Million Veterans Have Experienced Something Criminal At The Hands Of Fellow Soldiers,32
537bd2d2db41d8a90c00003a,We’re Living 17 Years Longer Than We Did 100 Years Ago. Where Do Those Years Come From?,26
537bd2d2db41d8a90c00003a,"Our Lives Are Longer Than They’ve Ever Been, But Are They Healthier?",10
537c0dcce51c40ca2d000086,You 'Decorated' Your Room With Rider Strong Posters. These Kids Had A Professional Design Team.,27
537c0dcce51c40ca2d000086,The Cure For Urban Teen Poverty: Give Them The Kinds Of Opportunities Upper-Class Kids Expect.,13
537cf6136e33dbabdc000020,One Major Thing In Life That Shouldn't Have To Be Left To Chance (And It Makes The World Happier!),49
537cf6136e33dbabdc000020,"POVERTY Backwards Is YTREVOP, And It Doesn't Mean Much. But Reversing It This Way Sure Does.",36
537d04186e33db47b5000030,The Predator Has Become Prey And The Results Are Horrifying,34
537d04186e33db47b5000030,Who Is Disappearing From Coral Reefs At A Rate Of 100 Million A Year?,12
537d4fc16e33db47b500007c,How An Underwater Lawyer Is Working To Stop A Shakespearian Tragedy Of Epic Proportions,24
537d4fc16e33db47b500007c,They're Using The Law To Battle 'Something Like A Cancer' And Save A Doomed Love Story,17
537d5f636e33dbd6e0000094,Here Is A Man's Open Letter To A Famous Athlete. His Words Are Jarring And Powerful.,51
537d5f636e33dbd6e0000094,"Sticks And Stones May Break Our Bones, But Some Words Can Be A Weapon",32
537df6126e33dbc0ec0000aa,"Next Time You Want To Smash Some Sexist Fairy Tale Tropes, Remember This Witty Cartoon",108
537df6126e33dbc0ec0000aa,I Don't Want To Be Your Damsel In Distress. And Neither Does This Hilarious Little Character.,59
537e505e422754c29800001b,Some Teachers Were Asked About Their Challenges. Some Of The Answers Tell A Rather Worrisome Tale.,40
537e505e422754c29800001b,There Are Certain Professions That Really Should Be Immune To Politics. Here's One Of Them.,24
537e7f6442275457ff000046,"Once This TV Star Stopped Caring What Other People Thought Of Her, She Stopped Being Ashamed",42
537e7f6442275457ff000046,"Once This Comedian Stopped Caring What Other People Thought, She Could Be Herself",33
537e98a042275460e3000056,"10 Awesome Reasons To Come Out Of The Closet (You Know, When You're Ready)",20
537e98a042275460e3000056,"When Should You Come Out Of The Closet? What To Consider, What To Disregard.",14
537eb7c042275457ff000064,Let's Have The Sexuality Talk And Clear 10 Things Up,55
537eb7c042275457ff000064,"10 Awesome Reasons To Come Out Of The Closet (You Know, When You're Ready)",28
537edf6142275457ff000077,The Cheapest Journalism School In The World Is Also One Of The Most Dangerous,17
537edf6142275457ff000077,Looking For A Job As A Journalist? This Country Has A Lot Of Positions Available.,9
537ee1f042275488a3000096,A Host Helps Bill Nye With A Perfect Response To All The People Who Doubt His Science Facts On TV,41
537ee1f042275488a3000096,No One Can Win A Debate On Whether Or Not Truth Is True,35
53802eacd463c827d800000e,A Really Blunt And Raw Conversation Involving White Folks That Is Probably Too Awkward To Hear,66
53802eacd463c827d800000e,A Really Blunt And Raw Conversation Involving White Folks That Is Probably Too Awkward To Watch,56
5383e42c80759fedda000002,"The Way We Run Our Schools Is Terribly Out-Of-Date, And This Guy Proves It.",81
5383e42c80759fedda000002,Here's Why Simply Going To School Makes Some Brilliant Kids Think They're Not At All Smart,51
538506dd80759f316100004d,What It’s Costing Us To Have 1.7 Million People Sleeping In Trucks,100
538506dd80759f316100004d,"Honk If You Love Saving 2 Billion Gallons Of Fuel A Year. Yes, Billion.",41
53853f9e8bfffe9b23000007,The Most Unappetizing Menu I’ve Seen Since ... I'll Just Call It 'The Accident,132
53853f9e8bfffe9b23000007,Why Should I Care About What A Bunch Of Restaurant Companies Are Doing On Capitol Hill?,42
5385fbf053941f78f000000e,This Woman Needs You To Remember That You Contain Multitudes Of Power And Badassery,30
5385fbf053941f78f000000e,The First Poem I Ever Read Showed Me The Power Of The Written Word,13
53860d3c92398a9dda00001b,"A Guy Killed Some People Because He Couldn’t Get A Date, And Twitter Responded In A Massive Way.",85
53860d3c92398a9dda00001b,"There’s A Huge Storm On Twitter, And It Was Started By The Hashtag #YesAllWomen",29
53861c5892398a206900001d,Workers At McDonalds Decided To Take Their Case To Shareholders. This Is What Democracy Looks Like!,62
53861c5892398a206900001d,Workers At McDonalds Decided To Take Their Case To Company Shareholders. How Do You Think THAT Went?,35
538620ad92398a521c000027,31% Of 'Em Died Off Last Winter. Tell Me Again Why We Aren't More Concerned About This?,30
538620ad92398a521c000027,I've Been Looking For A Tip Sheet On How To Keep These Helpful Bugs Around. Here It Is!,13
5386491a53941fdd05000052,This One Goes Out To Everyone Who Has Ever Been Pretty Good at Math...'For A Girl.,39
5386491a53941fdd05000052,You Know Who's Bad At Math? People Who Try To Use Math To Explain Why Tech Lacks Women.,19
53875a3de5d079ab0900001e,"These 7 Girls Took ""Grown Up"" Pictures And The Results Are Pretty Inspiring",105
53875a3de5d079ab0900001e,"Think It’s Impossible To Empower Girls With Dresses, Makeovers And Selfies? Think Again.",48
5387610ea0dfdeb632000018,"These Hippies Flipping In A Field Prove That Science Doesn’t Bore People, Boring People Bore People",36
5387610ea0dfdeb632000018,Watch Hippies Take The Building Blocks of Life Seriously While Dancing With Balloons On Their Heads,19
53878fc8d006a978a500001f,This Is What Happens When Parents Love Their Children Unconditionally,290
53878fc8d006a978a500001f,This Is A Story About What Happens When Parents Love And Accept Their Children Unconditionally,244
53879356d006a9c81c00001a,Watch This On A Day When The Earth Feels Broken. It Proves We Can Find Beauty In Broken Things.,32
53879356d006a9c81c00001a,"Maybe These Trees Aren’t What They Were. But, Wow, They’ll Still Sing In The Hands Of An Artist.",11
538796d1d006a9cd2c000024,How To Tell If You Are Secretly A Feminist And Just Didn't Realize It,80
538796d1d006a9cd2c000024,"The Secret, Dangerous, Feminist Agenda To Give Everyone Equality Regardless Of Their Gender?",30
538892b6d006a9c81c000080,"A Dangerous Disease Is On The Rise, And These Wildly Intelligent Teens Are Here To Explain Why",88
538892b6d006a9c81c000080,"A Dangerous Disease Becoming More Common, And These Intelligent Teens Are Here To Connect The Dots",65
5388b486d006a978a5000094,He Took A Trip To A Place That’ll Be Completely Gone In 100 Years; Now He’s Determined To Save It,49
5388b486d006a978a5000094,The Only Way To Tackle This Issue Is To Stop Telling Ourselves It’s A Lost Cause,24
538a080b6d64be1e8300002e,"But Teacher, When Will I Ever Have To Use Math In Real Life?!?",41
538a080b6d64be1e8300002e,Remember The Mouths Of Those Green Aliens In Toy Story? Here's How They Did It.,23
538a08226d64be1e83000039,"America Can Get Healthier, But Only If Heathy Foods Don't Taste Like Cardboard And Old Pennies",18
538a08226d64be1e83000039,The Only Way To Make America Eat Healthier Is To Make Healthy Food Taste Better,3
538cdf139459676a90000067,What Those Who Don’t Get White Male Privilege Won’t Understand In One Simple Cartoon,134
538cdf139459676a90000067,The Difference Between ‘Glass Half Full’ And ‘Glass Half Empty’ For The 1%,45
538df8d0ecc76446d9000042,"His Speech About Adversity Is Brilliant, But It's The One His Four-Year-Old Gave That Floored Me",52
538df8d0ecc76446d9000042,"Would You Trade In The Worst Moment Of Your Life? Before You Answer, Listen To His Speech.",29
538e0896ecc7642ed0000061,A Kickstarter Project That Could Just Become The Biggest Ever,86
538e0896ecc7642ed0000061,"In Just A Few Years, Kids Will Be Learning To Read On Laptops, iPads, Phones, And Even Their Xbox.",32
538e276becc7641556000078,It Turns Out That Bees Are Poisoning Bees. We're Just Providing The Poison.,44
538e276becc7641556000078,Why Would The EPA Approve Something That Endangers 1/3 Of Our Food Supply?,28
538e321fecc76446d900007f,"I Know You Already Realize That The System Is Broken, But The Internet Needs You To See The Evidence",51
538e321fecc76446d900007f,Do-Gooders Dragged Out For Trying To Save The Internet. Next Time They Should Hire Lobbyists.,14
538e336613f17fb43e00006d,Why Did This Colossally Successful Man Tell A Room Of Ivy Leaguers They're Lucky They Aren't Losers?,22
538e336613f17fb43e00006d,​When Words Like Success And Luck Get New Meanings It Can Dramatically Change How The World Works,10
538e4254ca7472ee38000003,"They Made A Mistake When They Were Kids, And Now Will Never Get To Vote. And About That Job Thing...",104
538e4254ca7472ee38000003,Why Are Florida Teens Being Tried As Adults?,44
538ea903ff49fe88f1000027,Meet A Tattoo Artist Who Does For Women What A Surgeon Can’t,143
538ea903ff49fe88f1000027,A Tattoo Artist Does Something Stunning For Women Who Have Survived Breast Cancer,85
538f37d8ca747214dc00004b,John Oliver Goes Off On An Epic Fact-Checked Rant For 13 Minutes That You Probably Need To Watch,88
538f37d8ca747214dc00004b,John Oliver Goes Off On An Epic Fact-Checked Rant For 13 Minutes That You Will Not Regret Watching,64
